Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOGL,META,NVDA,QQQ,SPY,AAPL,GOOGL,META,NVDA,QQQ,SPY,AAPL,GOOGL,META,NVDA,QQQ,SPY,AAPL,GOOGL,META,NVDA,QQQ,SPY,AAPL,GOOGL,META,NVDA,QQQ,SPY,AAPL,GOOGL,META,NVDA,QQQ,SPY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,36.48585891723633,49.62504577636719,172.04745483398438,4.481456279754639,141.1989288330078,228.17025756835938,38.82500076293945,49.68199920654297,172.22999572753906,4.53249979019165,147.66000366210938,254.3699951171875,38.872501373291016,49.7130012512207,172.3699951171875,4.546000003814697,147.66000366210938,254.6999969482422,38.63999938964844,48.925498962402344,169.75,4.474999904632568,146.9600067138672,253.85000610351562,38.74250030517578,49.0,170.25,4.491250038146973,146.9600067138672,254.14999389648438,69630400,31060000,13124500,318800000,23561100,80646000
2017-10-09,36.61272430419922,49.558624267578125,172.31716918945312,4.582553863525391,141.03628540039062,227.7935028076172,38.959999084472656,49.615501403808594,172.5,4.634749889373779,147.49000549316406,253.9499969482422,39.182498931884766,50.02299880981445,174.8800048828125,4.66825008392334,148.00999450683594,254.6999969482422,38.872501373291016,49.57500076293945,172.0,4.550749778747559,147.3000030517578,253.64999389648438,38.95249938964844,49.75,172.6999969482422,4.56974983215332,147.85000610351562,254.6300048828125,65051600,25910000,14570400,563492000,13704800,35803100
2017-10-10,36.62682342529297,49.33338165283203,171.4081268310547,4.670057773590088,141.14157104492188,228.39450073242188,38.974998474121094,49.38999938964844,171.58999633789062,4.723249912261963,147.60000610351562,254.6199951171875,39.5,49.87350082397461,173.1999969482422,4.823750019073486,148.13999938964844,255.0500030517578,38.775001525878906,49.05550003051758,170.8000030517578,4.68149995803833,146.9499969482422,253.97999572753906,39.01499938964844,49.76499938964844,173.0,4.785749912261963,147.99000549316406,254.60000610351562,62468000,23268000,11341100,974876000,19223100,43057400
2017-10-11,36.77952575683594,50.224857330322266,172.55691528320312,4.7197418212890625,141.5623016357422,228.7532958984375,39.13750076293945,50.282501220703125,172.74000549316406,4.773499965667725,148.0399932861328,255.02000427246094,39.244998931884766,50.378501892089844,172.77999877929688,4.775000095367432,148.07000732421875,255.02000427246094,38.9375,49.39699935913086,171.39999389648438,4.69350004196167,147.33999633789062,254.32000732421875,38.99250030517578,49.45199966430664,171.9499969482422,4.739999771118164,147.52999877929688,254.50999450683594,67622400,36300000,11283700,529508000,12439100,47674300
2017-10-12,36.65031814575195,50.224857330322266,172.36712646484375,4.721965789794922,141.30406188964844,228.4123992919922,39.0,50.282501220703125,172.5500030517578,4.775750160217285,147.77000427246094,254.63999938964844,39.342498779296875,50.57699966430664,173.85000610351562,4.827250003814697,148.35000610351562,255.05999755859375,38.932498931884766,50.05500030517578,172.2899932861328,4.7482500076293945,147.6199951171875,254.3699951171875,39.087501525878906,50.19200134277344,172.61000061035156,4.7769999504089355,147.82000732421875,254.66000366210938,64500400,30614000,10351000,528292000,14513500,47065100
2017-10-13,36.88289260864258,50.335731506347656,173.5558624267578,4.809964179992676,141.84912109375,228.6905059814453,39.247501373291016,50.39350128173828,173.74000549316406,4.864749908447266,148.33999633789062,254.9499969482422,39.31999969482422,50.737998962402344,174.64999389648438,4.875,148.50999450683594,255.27000427246094,39.102500915527344,50.35300064086914,173.1999969482422,4.791250228881836,147.77999877929688,254.63999938964844,39.182498931884766,50.455501556396484,173.4499969482422,4.838749885559082,148.3699951171875,255.13999938964844,65576800,26552000,13658300,628728000,18409900,54800400
2017-10-16,37.56188201904297,50.409645080566406,174.3350372314453,4.892524242401123,142.33682250976562,228.9954833984375,39.970001220703125,50.467498779296875,174.52000427246094,4.948249816894531,148.85000610351562,255.2899932861328,40.0,50.599998474121094,175.0,4.951250076293945,148.88999938964844,255.50999450683594,39.412498474121094,50.07600021362305,174.05999755859375,4.830999851226807,148.38999938964844,254.82000732421875,39.474998474121094,50.48149871826172,174.49000549316406,4.894999980926514,148.7100067138672,255.2100067138672,96486000,21420000,11498800,576640000,21809400,38221700
2017-10-17,37.70049285888672,50.49205017089844,175.92333984375,4.888075828552246,142.51849365234375,229.15701293945312,40.11750030517578,50.54999923706055,176.11000061035156,4.943749904632568,149.0399932861328,255.47000122070312,40.217498779296875,50.72800064086914,176.1300048828125,4.972499847412109,149.05999755859375,255.52000427246094,39.807498931884766,50.3025016784668,174.36000061035156,4.908750057220459,148.57000732421875,254.97999572753906,39.94499969482422,50.37200164794922,174.7100067138672,4.927249908447266,148.8000030517578,255.22999572753906,75989200,20260000,15990100,478596000,13138200,31561000
2017-10-18,37.53367233276367,50.57895278930664,175.8434295654297,4.8838725090026855,142.34637451171875,229.38116455078125,39.939998626708984,50.637001037597656,176.02999877929688,4.939499855041504,148.86000061035156,255.72000122070312,40.1775016784668,50.81549835205078,176.74000549316406,4.953499794006348,149.2100067138672,255.9499969482422,39.900001525878906,50.26599884033203,175.75,4.833000183105469,148.63999938964844,255.5,40.10499954223633,50.5525016784668,176.64999389648438,4.952750205993652,149.19000244140625,255.89999389648438,65496800,25596000,12752400,567316000,17218200,40888300
2017-10-19,36.64561462402344,50.034576416015625,174.37498474121094,4.889309406280518,141.82046508789062,229.44395446777344,38.994998931884766,50.09199905395508,174.55999755859375,4.945000171661377,148.30999755859375,255.7899932861328,39.27000045776367,50.36600112915039,176.02999877929688,4.949999809265137,148.3300018310547,255.8300018310547,38.755001068115234,49.8650016784668,172.6300048828125,4.81125020980835,147.27000427246094,254.35000610351562,39.1875,50.23749923706055,174.92999267578125,4.861000061035156,147.99000549316406,254.8300018310547,170336800,34284000,14048400,570772000,27680300,61903800
2017-10-20,36.709049224853516,50.195892333984375,174.79454040527344,4.867064952850342,142.20294189453125,230.62803649902344,39.0625,50.253501892089844,174.97999572753906,4.922500133514404,148.7100067138672,257.1099853515625,39.4375,50.432498931884766,175.8800048828125,4.989749908447266,149.0399932861328,257.1400146484375,38.9900016784668,50.11349868774414,174.6300048828125,4.91349983215332,148.52999877929688,255.77000427246094,39.15250015258789,50.352500915527344,175.5,4.962250232696533,148.91000366210938,256.70001220703125,95896400,32120000,12602200,451620000,30173300,89176400
2017-10-23,36.690250396728516,49.22050857543945,171.08847045898438,4.860141754150391,141.27540588378906,229.7310333251953,39.04249954223633,49.277000427246094,171.27000427246094,4.915500164031982,147.74000549316406,256.1099853515625,39.42250061035156,50.28950119018555,175.33999633789062,4.971250057220459,149.02999877929688,257.510009765625,38.875,49.154998779296875,171.25,4.894999980926514,147.52999877929688,256.0199890136719,39.22249984741211,50.25899887084961,175.1999969482422,4.944499969482422,149.02000427246094,257.4800109863281,87937200,32786000,13852700,428696000,29297100,63915300
2017-10-24,36.90874099731445,49.36783981323242,171.617919921875,4.9110612869262695,141.51443481445312,230.13467407226562,39.275001525878906,49.42449951171875,171.8000030517578,4.9670000076293945,147.99000549316406,256.55999755859375,39.35499954223633,49.4630012512207,173.24000549316406,4.96875,148.3000030517578,256.8299865722656,39.04999923706055,48.854000091552734,171.5,4.898499965667725,147.44000244140625,256.1499938964844,39.0724983215332,49.32500076293945,172.3000030517578,4.924749851226807,148.02999877929688,256.6000061035156,71028800,28902000,12267900,407244000,20289500,66935900
2017-10-25,36.74663162231445,49.51617431640625,170.419189453125,4.786975860595703,140.97894287109375,228.9954833984375,39.102500915527344,49.573001861572266,170.60000610351562,4.8414998054504395,147.42999267578125,255.2899932861328,39.38750076293945,49.721500396728516,172.25,4.980500221252441,148.17999267578125,256.30999755859375,38.817501068115234,48.88600158691406,168.88999938964844,4.779250144958496,146.3300018310547,254.0,39.227500915527344,49.313499450683594,171.89999389648438,4.927000045776367,147.6999969482422,256.17999267578125,84828400,30574000,15868200,828160000,36179100,103715300
2017-10-26,36.981563568115234,49.5141716003418,170.44915771484375,4.837154865264893,140.52952575683594,229.2915496826172,39.352500915527344,49.57099914550781,170.6300048828125,4.892250061035156,146.9600067138672,255.6199951171875,39.45750045776367,50.32550048828125,172.2899932861328,4.9039998054504395,147.7100067138672,256.29998779296875,39.19499969482422,49.52349853515625,170.38999938964844,4.845250129699707,146.9199981689453,255.47999572753906,39.307498931884766,49.923500061035156,171.3800048828125,4.869500160217285,147.33999633789062,255.99000549316406,68002000,47396000,11833100,322744000,28230200,69798000
2017-10-27,38.306617736816406,51.62424850463867,177.69146728515625,4.989667892456055,144.62229919433594,231.1661834716797,40.76250076293945,51.68349838256836,177.8800048828125,5.046500205993652,151.24000549316406,257.7099914550781,40.900001525878906,53.180999755859375,178.2100067138672,5.046750068664551,151.52000427246094,257.8900146484375,39.67499923706055,51.342498779296875,173.89999389648438,4.918749809265137,149.1999969482422,255.6300048828125,39.8224983215332,51.54949951171875,174.14999389648438,4.945000171661377,149.42999267578125,256.4700012207031,177816800,103682000,30285300,572192000,60165100,85562500
2017-10-30,39.16884231567383,51.59728240966797,179.67935180664062,5.038610458374023,144.94732666015625,230.30511474609375,41.68000030517578,51.65650177001953,179.8699951171875,5.0960001945495605,151.5800018310547,256.75,42.01750183105469,51.99150085449219,180.69000244140625,5.152249813079834,152.19000244140625,257.6000061035156,40.93000030517578,51.11650085449219,177.61000061035156,5.0304999351501465,150.99000549316406,256.4100036621094,40.97249984741211,51.45800018310547,179.25999450683594,5.046500205993652,151.1300048828125,256.4700012207031,178803200,46804000,24353200,504056000,31733400,54285700
2017-10-31,39.713890075683594,51.59278869628906,179.86915588378906,5.112024307250977,145.49246215820312,230.6638946533203,42.2599983215332,51.652000427246094,180.05999755859375,5.170249938964844,152.14999389648438,257.1499938964844,42.412498474121094,52.04999923706055,180.8000030517578,5.197249889373779,152.3699951171875,257.44000244140625,41.73500061035156,51.314998626708984,178.94000244140625,5.122499942779541,151.6300048828125,256.80999755859375,41.974998474121094,51.650001525878906,180.57000732421875,5.1282501220703125,152.07000732421875,257.17999267578125,144187200,30326000,20174200,411908000,26319300,60304800
2017-11-01,39.20879364013672,52.07024002075195,182.46640014648438,5.1216630935668945,145.44464111328125,230.96888732910156,41.72249984741211,52.130001068115234,182.66000366210938,5.179999828338623,152.10000610351562,257.489990234375,42.48500061035156,52.393001556396484,182.89999389648438,5.2492499351501465,152.8300018310547,258.42999267578125,41.40250015258789,51.70000076293945,180.57000732421875,5.114999771118164,151.5,257.07000732421875,42.467498779296875,51.816001892089844,182.36000061035156,5.233749866485596,152.75999450683594,258.0400085449219,134551200,43262000,40918300,502576000,29481600,54202700
2017-11-02,39.49541091918945,52.08871841430664,178.73036193847656,5.090518474578857,145.1673126220703,231.05857849121094,42.02750015258789,52.14849853515625,178.9199981689453,5.148499965667725,151.80999755859375,257.5899963378906,42.125,52.2760009765625,181.94000244140625,5.195250034332275,151.99000549316406,257.75,41.31999969482422,51.43299865722656,177.33999633789062,5.091249942779541,150.77000427246094,256.19000244140625,41.650001525878906,51.9995002746582,180.6300048828125,5.150000095367432,151.92999267578125,257.4100036621094,165573600,26694000,35529900,342308000,31017400,56449500
2017-11-03,40.52678680419922,52.43931579589844,178.73036193847656,5.158494472503662,146.5634002685547,231.8300323486328,43.125,52.4995002746582,178.9199981689453,5.217249870300293,153.27000427246094,258.45001220703125,43.564998626708984,52.53300094604492,179.86000061035156,5.217249870300293,153.2899932861328,258.5,42.779998779296875,51.88249969482422,176.7100067138672,5.133500099182129,151.83999633789062,257.29998779296875,43.5,52.13750076293945,179.2899932861328,5.179999828338623,152.36000061035156,257.7699890136719,237594400,27770000,17822100,353640000,26199200,59589700
2017-11-06,40.93791580200195,52.07423400878906,179.97903442382812,5.181729316711426,147.06068420410156,232.18881225585938,43.5625,52.13399887084961,180.1699981689453,5.240749835968018,153.7899932861328,258.8500061035156,43.747501373291016,52.62950134277344,180.4499969482422,5.249499797821045,153.85000610351562,259.0,42.93000030517578,52.099998474121094,178.30999755859375,5.167500019073486,153.10000610351562,258.2200012207031,43.092498779296875,52.45500183105469,178.55999755859375,5.179999828338623,153.14999389648438,258.29998779296875,140105200,18294000,13312700,389944000,28693900,49652600
2017-11-07,41.06949234008789,52.55917739868164,180.0589599609375,5.241055011749268,147.146728515625,232.02737426757812,43.70249938964844,52.61949920654297,180.25,5.300749778747559,153.8800048828125,258.6700134277344,43.8125,52.670501708984375,180.75,5.322500228881836,154.0800018310547,259.3500061035156,43.400001525878906,52.150001525878906,178.9600067138672,5.251500129699707,153.33999633789062,258.0899963378906,43.477500915527344,52.48249816894531,180.5,5.263750076293945,153.6699981689453,258.9700012207031,97446000,26104000,12928200,427700000,21333100,57502200
2017-11-08,41.405460357666016,52.85383987426758,179.36968994140625,5.170113563537598,147.73959350585938,232.4219970703125,44.060001373291016,52.91450119018555,179.55999755859375,5.229000091552734,154.5,259.1099853515625,44.060001373291016,53.134498596191406,180.35000610351562,5.300000190734863,154.5399932861328,259.2200012207031,43.58250045776367,52.352500915527344,179.11000061035156,5.181000232696533,153.6199951171875,258.1499938964844,43.665000915527344,52.502498626708984,179.7899932861328,5.296249866485596,153.8000030517578,258.4700012207031,97638000,24276000,10494100,522988000,17373500,50469600
2017-11-09,41.32088851928711,52.32594680786133,179.10997009277344,5.075192928314209,146.96507263183594,231.57888793945312,43.970001220703125,52.38600158691406,179.3000030517578,5.132999897003174,153.69000244140625,258.1700134277344,44.025001525878906,52.54399871826172,179.39999389648438,5.158249855041504,153.77000427246094,258.3900146484375,43.28499984741211,51.79249954223633,177.08999633789062,5.009250164031982,152.11000061035156,256.3599853515625,43.77750015258789,52.400001525878906,178.30999755859375,5.131750106811523,153.22999572753906,257.7300109863281,117930400,35892000,12610300,978564000,40594500,95085500
2017-11-10,41.184120178222656,52.14765167236328,178.27085876464844,5.342647075653076,146.95545959472656,231.50704956054688,43.66749954223633,52.20750045776367,178.4600067138672,5.403500080108643,153.67999267578125,258.0899963378906,43.845001220703125,52.33150100708008,179.10000610351562,5.466750144958496,153.8000030517578,258.2900085449219,43.567501068115234,52.06100082397461,177.9600067138672,5.290750026702881,153.05999755859375,257.3699951171875,43.77750015258789,52.19350051879883,178.35000610351562,5.327000141143799,153.3300018310547,257.7300109863281,100582000,19442000,11070200,1253256000,20150800,59984700
2017-11-13,41.019081115722656,52.00032043457031,178.5805206298828,5.255884170532227,147.13714599609375,231.7223663330078,43.49250030517578,52.060001373291016,178.77000427246094,5.3157501220703125,153.8699951171875,258.3299865722656,43.625,52.4370002746582,179.0399932861328,5.4292497634887695,154.07000732421875,258.5899963378906,43.349998474121094,51.9630012512207,177.3000030517578,5.300250053405762,153.10000610351562,257.2699890136719,43.375,52.040000915527344,177.5,5.403500080108643,153.10000610351562,257.30999755859375,67928400,18814000,9523400,582376000,12522400,50228600
2017-11-14,40.398963928222656,52.02229690551758,177.8812713623047,5.294198513031006,146.60169982910156,231.1842041015625,42.834999084472656,52.082000732421875,178.07000732421875,5.354499816894531,153.30999755859375,257.7300109863281,43.369998931884766,52.1150016784668,178.97000122070312,5.369999885559082,153.5,257.8500061035156,42.79499816894531,51.46649932861328,177.17999267578125,5.280749797821045,152.57000732421875,256.5199890136719,43.2599983215332,51.88600158691406,178.1300048828125,5.324999809265137,153.3300018310547,257.4100036621094,99130000,21012000,9585900,529292000,25173800,61315200
2017-11-15,39.86609649658203,51.76109313964844,177.76138305664062,5.190381050109863,145.91319274902344,230.0270233154297,42.27000045776367,51.820499420166016,177.9499969482422,5.249499797821045,152.58999633789062,256.44000244140625,42.58000183105469,51.98149871826172,178.57000732421875,5.300000190734863,153.0,257.2200012207031,42.095001220703125,51.53799819946289,176.39999389648438,5.195000171661377,151.77999877929688,255.6300048828125,42.49250030517578,51.75,176.66000366210938,5.298749923706055,152.64999389648438,256.6199951171875,116632400,18106000,10253700,501948000,24808000,80811500
2017-11-16,40.342376708984375,52.3634033203125,179.399658203125,5.230673313140869,147.77786254882812,231.9824981689453,42.775001525878906,52.423500061035156,179.58999633789062,5.290249824523926,154.5399932861328,258.6199951171875,42.967498779296875,52.5880012512207,179.8300018310547,5.355000019073486,154.88999938964844,259.0400085449219,42.57500076293945,51.900001525878906,178.5,5.28125,153.3300018310547,257.4700012207031,42.79499816894531,51.9375,178.75999450683594,5.32450008392334,153.36000061035156,257.5199890136719,94550000,23768000,15607600,441768000,34790600,67777000
2017-11-17,40.11838150024414,51.73512268066406,178.81027221679688,5.224492073059082,147.2136688232422,231.30078125,42.537498474121094,51.794498443603516,179.0,5.283999919891357,153.9499969482422,257.8599853515625,42.84749984741211,52.54999923706055,179.97999572753906,5.383749961853027,154.69000244140625,258.5899963378906,42.40999984741211,51.686500549316406,178.89999389648438,5.268750190734863,153.8000030517578,257.7699890136719,42.7599983215332,52.4900016784668,179.3000030517578,5.3480000495910645,154.5800018310547,258.2200012207031,87598000,26712000,13018000,515664000,28725800,75756800
2017-11-20,40.078304290771484,51.6736946105957,178.55056762695312,5.2917256355285645,147.09893798828125,231.69541931152344,42.494998931884766,51.733001708984375,178.74000549316406,5.3520002365112305,153.8300018310547,258.29998779296875,42.63999938964844,51.935001373291016,179.5,5.364250183105469,154.1999969482422,258.5199890136719,42.38999938964844,51.63399887084961,178.10000610351562,5.262499809265137,153.61000061035156,257.8599853515625,42.5724983215332,51.79999923706055,178.8699951171875,5.299749851226807,154.05999755859375,258.1400146484375,65049600,17526000,10052400,396100000,21143900,48075500
2017-11-21,40.82338333129883,52.454795837402344,181.66725158691406,5.340423107147217,148.69578552246094,233.21139526367188,43.28499984741211,52.51499938964844,181.86000061035156,5.401249885559082,155.5,259.989990234375,43.42499923706055,52.519500732421875,181.88999938964844,5.413000106811523,155.57000732421875,260.20001220703125,42.69499969482422,51.957000732421875,178.99000549316406,5.360000133514404,154.49000549316406,258.260009765625,42.69499969482422,52.00199890136719,179.14999389648438,5.392250061035156,154.55999755859375,259.17999267578125,100525200,22206000,14504000,399176000,20147800,69176800
2017-11-22,41.25250244140625,52.53570556640625,180.6782989501953,5.316429138183594,148.87754821777344,233.00514221191406,43.7400016784668,52.59600067138672,180.8699951171875,5.3732500076293945,155.69000244140625,259.760009765625,43.75,52.77149963378906,181.72999572753906,5.425000190734863,155.83999633789062,260.1499938964844,43.26250076293945,52.36249923706055,180.44000244140625,5.340250015258789,155.33999633789062,259.57000732421875,43.34000015258789,52.55799865722656,181.3000030517578,5.425000190734863,155.63999938964844,260.0,102355600,14538000,10376300,356640000,17299000,45033400
2017-11-24,41.25485610961914,52.76544189453125,182.58627319335938,5.366641521453857,149.4225616455078,233.54322814941406,43.74250030517578,52.82600021362305,182.77999877929688,5.423999786376953,156.25999450683594,260.3599853515625,43.875,53.003501892089844,183.14999389648438,5.425000190734863,156.30999755859375,260.4800109863281,43.662498474121094,52.59600067138672,180.2899932861328,5.364999771118164,155.75999450683594,260.1600036621094,43.775001525878906,52.71950149536133,180.39999389648438,5.389750003814697,155.85000610351562,260.32000732421875,56106800,16492000,9426300,180752000,8280600,27856500
2017-11-27,41.047367095947266,53.5390510559082,182.8360137939453,5.2968878746032715,149.35568237304688,233.42669677734375,43.522499084472656,53.60049819946289,183.02999877929688,5.353499889373779,156.19000244140625,260.2300109863281,43.77000045776367,53.652000427246094,183.72999572753906,5.434000015258789,156.55999755859375,260.75,43.334999084472656,52.73849868774414,181.99000549316406,5.350249767303467,155.8300018310547,260.0,43.76250076293945,52.92850112915039,182.55999755859375,5.432750225067139,156.2100067138672,260.4100036621094,82867200,35430000,12344500,422896000,22653400,52274900
2017-11-28,40.80687713623047,53.103553771972656,182.22665405273438,5.212044715881348,149.7381591796875,235.79476928710938,43.26750183105469,53.16450119018555,182.4199981689453,5.267749786376953,156.58999633789062,262.8699951171875,43.717498779296875,54.0,184.25,5.368249893188477,156.69000244140625,262.8999938964844,42.96500015258789,52.72700119018555,182.08999633789062,5.205999851226807,155.6999969482422,260.6499938964844,43.57500076293945,53.699501037597656,183.50999450683594,5.358749866485596,156.5399932861328,260.760009765625,105715200,36424000,14379700,512752000,25227300,98971700
2017-11-29,39.96040725708008,51.809539794921875,174.9443817138672,4.858572006225586,147.1276092529297,235.65126037597656,42.369998931884766,51.86899948120117,175.1300048828125,4.9105000495910645,153.86000061035156,262.7099914550781,43.22999954223633,52.938499450683594,181.97000122070312,5.252999782562256,156.4499969482422,263.6300048828125,41.790000915527344,51.48249816894531,174.0,4.780749797821045,153.1199951171875,262.20001220703125,43.157501220703125,52.808998107910156,181.88999938964844,5.250249862670898,156.41000366210938,263.0199890136719,166665600,55866000,41933500,1396788000,71986300,77512100
2017-11-30,40.51921463012695,51.749107360839844,176.99220275878906,4.964687824249268,148.3611602783203,237.71434020996094,42.962501525878906,51.80849838256836,177.17999267578125,5.017749786376953,155.14999389648438,265.010009765625,43.03499984741211,52.207000732421875,178.27999877929688,5.066999912261963,155.4499969482422,266.04998779296875,42.11000061035156,51.503501892089844,175.1999969482422,4.916250228881836,154.14999389648438,263.6700134277344,42.60749816894531,51.99700164794922,176.85000610351562,4.980000019073486,154.50999450683594,263.760009765625,166108800,45092000,25307600,823768000,56595500,127894400
2017-12-01,40.330604553222656,51.19474792480469,174.91441345214844,4.889739036560059,147.73004150390625,237.2209930419922,42.76250076293945,51.253501892089844,175.10000610351562,4.941999912261963,154.49000549316406,264.4599914550781,42.91749954223633,51.86199951171875,177.47999572753906,5.0032501220703125,155.24000549316406,265.30999755859375,42.125,50.845001220703125,172.33999633789062,4.8117499351501465,152.25999450683594,260.760009765625,42.48749923706055,51.52050018310547,176.02999877929688,4.982749938964844,154.1999969482422,264.760009765625,159037200,37762000,20182500,811548000,59015800,164390900
2017-12-04,40.035858154296875,50.535499572753906,171.28826904296875,4.617153644561768,146.0279541015625,236.93397521972656,42.45000076293945,50.59349822998047,171.47000122070312,4.666500091552734,152.7100067138672,264.1400146484375,43.154998779296875,51.56700134277344,176.57000732421875,5.007500171661377,155.6300048828125,266.79998779296875,42.407501220703125,50.46099853515625,170.7899932861328,4.612500190734863,152.55999755859375,264.0799865722656,43.119998931884766,51.38999938964844,176.2899932861328,5.00124979019165,155.4600067138672,266.30999755859375,130169600,38778000,24459400,1240844000,51319100,94040600
2017-12-05,39.99814224243164,50.92155838012695,172.64682006835938,4.643867015838623,146.12353515625,236.08184814453125,42.40999984741211,50.97999954223633,172.8300018310547,4.69350004196167,152.80999755859375,263.19000244140625,42.880001068115234,51.83399963378906,175.3800048828125,4.817500114440918,154.5500030517578,265.1499938964844,42.099998474121094,50.11600112915039,169.00999450683594,4.514500141143799,152.10000610351562,263.0400085449219,42.26499938964844,50.54949951171875,170.4499969482422,4.559999942779541,152.67999267578125,263.19000244140625,109400800,38998000,20184900,981488000,40604200,77994500
2017-12-06,39.84958267211914,51.57680892944336,175.87339782714844,4.6814656257629395,146.78335571289062,236.12667846679688,42.252498626708984,51.63600158691406,176.05999755859375,4.731500148773193,153.5,263.239990234375,42.54999923706055,51.979000091552734,176.77000427246094,4.753499984741211,153.74000549316406,263.7300109863281,41.6150016784668,50.765499114990234,171.89999389648438,4.620999813079834,152.05999755859375,262.7099914550781,41.875,50.82600021362305,172.5,4.642499923706055,152.24000549316406,263.29998779296875,114240000,28710000,20255800,467032000,28647800,75898600
2017-12-07,39.92268371582031,52.16862869262695,179.94906616210938,4.748993396759033,147.28057861328125,236.8712158203125,42.33000183105469,52.22850036621094,180.13999938964844,4.799749851226807,154.02000427246094,264.07000732421875,42.61000061035156,52.44599914550781,180.38999938964844,4.840000152587891,154.4600067138672,264.42999267578125,42.227500915527344,51.768001556396484,175.8000030517578,4.752999782562256,153.3300018310547,262.94000244140625,42.25749969482422,51.80350112915039,175.8000030517578,4.798999786376953,153.49000549316406,264.07000732421875,102693200,30866000,20404500,542600000,32666200,77218600
2017-12-08,39.93446731567383,52.408851623535156,178.81027221679688,4.736625671386719,147.9308624267578,238.16282653808594,42.342498779296875,52.46900177001953,179.0,4.78725004196167,154.6999969482422,265.510009765625,42.75,52.82099914550781,182.27999877929688,4.869500160217285,155.52999877929688,265.5199890136719,42.20500183105469,52.292999267578125,178.74000549316406,4.778749942779541,154.4600067138672,264.0299987792969,42.622501373291016,52.59049987792969,181.52999877929688,4.850249767303467,155.14999389648438,265.1600036621094,93420800,31170000,19883800,466876000,28081700,76563900
2017-12-11,40.71255874633789,52.53820037841797,178.85023498535156,4.815039157867432,149.07833862304688,238.8804168701172,43.16749954223633,52.5984992980957,179.0399932861328,4.866499900817871,155.89999389648438,266.30999755859375,43.22249984741211,52.79999923706055,180.22000122070312,4.869500160217285,155.9499969482422,266.3800048828125,42.1974983215332,52.20600128173828,178.8000030517578,4.7855000495910645,154.75999450683594,265.4800109863281,42.29999923706055,52.55550003051758,179.3000030517578,4.801499843597412,154.77000427246094,266.30999755859375,141095200,23254000,13168600,372748000,20821500,83077500
2017-12-12,40.483848571777344,52.37838363647461,176.77244567871094,4.720546722412109,148.87754821777344,239.3020477294922,42.92499923706055,52.438499450683594,176.9600067138672,4.770999908447266,155.69000244140625,266.7799987792969,43.09749984741211,53.125,179.17999267578125,4.8460001945495605,156.14999389648438,267.32000732421875,42.8650016784668,52.243499755859375,176.60000610351562,4.747250080108643,155.36000061035156,266.3500061035156,43.037498474121094,52.5,178.60000610351562,4.822500228881836,155.8300018310547,267.2099914550781,77636800,33882000,16854100,455016000,20310300,85195800
2017-12-13,40.61824035644531,52.50923538208008,178.11102294921875,4.605278968811035,149.1644287109375,239.27511596679688,43.067501068115234,52.56949996948242,178.3000030517578,4.6545000076293945,155.99000549316406,266.75,43.3849983215332,52.77399826049805,179.16000366210938,4.81374979019165,156.49000549316406,267.55999755859375,43.0,52.32899856567383,177.25,4.646999835968018,155.75999450683594,266.6499938964844,43.125,52.604000091552734,177.3000030517578,4.8125,156.32000732421875,267.05999755859375,95273600,27680000,14615700,554280000,24418500,102905400
2017-12-14,40.606449127197266,52.812889099121094,178.200927734375,4.612452030181885,149.05923461914062,238.29736328125,43.05500030517578,52.87350082397461,178.38999938964844,4.661749839782715,155.8800048828125,265.6600036621094,43.282501220703125,53.354000091552734,180.36000061035156,4.733500003814697,156.66000366210938,267.2200012207031,42.912498474121094,52.68000030517578,177.67999267578125,4.614999771118164,155.7100067138672,265.6000061035156,43.099998474121094,52.77450180053711,178.2899932861328,4.6479997634887695,156.25999450683594,267.0899963378906,81906000,30962000,13591000,438164000,24594700,100666700
2017-12-15,41.019081115722656,53.538551330566406,179.98902893066406,4.738357067108154,150.7517547607422,240.28182983398438,43.49250030517578,53.599998474121094,180.17999267578125,4.789000034332275,157.64999389648438,266.510009765625,43.54249954223633,53.76250076293945,180.49000549316406,4.809500217437744,157.82000732421875,267.0400085449219,43.1150016784668,53.00450134277344,178.36000061035156,4.640500068664551,156.22999572753906,265.3900146484375,43.407501220703125,53.18899917602539,179.02000427246094,4.706250190734863,156.49000549316406,265.45001220703125,160677200,63760000,28463100,670036000,49816200,144610300
2017-12-18,41.596736907958984,54.19230651855469,180.62835693359375,4.8951802253723145,152.01568603515625,241.8054962158203,44.10499954223633,54.25450134277344,180.82000732421875,4.947500228881836,158.63999938964844,268.20001220703125,44.29999923706055,54.324501037597656,181.3000030517578,4.950500011444092,158.77000427246094,268.6000061035156,43.71500015258789,53.51850128173828,179.75,4.800000190734863,158.07000732421875,267.9800109863281,43.720001220703125,53.8224983215332,181.00999450683594,4.829999923706055,158.36000061035156,268.1000061035156,117684400,30292000,17265400,477704000,26844500,83653600
